Country_Name,Country_Code,Indicator_Name,Indicator_Code,Region_name,Region_Code,yr_1970,yr_1971,yr_1972,yr_1973,yr_1974,yr_1975,yr_1976,yr_1977,yr_1978,yr_1979,yr_1980,yr_1981,yr_1982,yr_1983,yr_1984,yr_1985,yr_1986,yr_1987,yr_1988,yr_1989,yr_1990,yr_1991,yr_1992,yr_1993,yr_1994,yr_1995,yr_1996,yr_1997,yr_1998,yr_1999,yr_2000,yr_2001,yr_2002,yr_2003,yr_2004,yr_2005,yr_2006,yr_2007,yr_2008,yr_2009,yr_2010,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2020,yr_2025,yr_2030,yr_2035,yr_2040,yr_2045,yr_2050,yr_2055,yr_2060,yr_2065,yr_2070,yr_2075,yr_2080,yr_2085,yr_2090,yr_2095,yr_2100
Guyana,GUY,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.25198,,,,,85.03461,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2236,,,,,,83.45277,,,84.72503,84.93027,85.05148,85.28473,87.02599,87.8937,88.93486,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,34.58292007,34.58292007,34.58292007,34.58292007,34.58292007,34.58292007,34.58292007,34.58292007,34.58292007,34.58292007,42.21042252,42.21042252,42.21042252,42.21042252,42.21042252,42.21042252,42.21042252,42.21042252,42.21042252,42.21042252,49.34934998,49.34934998,49.34934998,49.34934998,49.34934998,49.34934998,49.34934998,49.34934998,49.34934998,49.34934998,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,94.8172226,,,,,,,,,,97.0839,,,,,,,,,,98.66591,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,32.52495956,,,,,,,,,,,,,,,,,,,,,54.86147,,,44.59945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,98.45413208,,,,,,,,,,,,,,98.71253204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,57.69462967,,,,,,,,,,75.27011871,,,,,,,,,,,,,,86.79959,,88.78698,,89.10139,89.67712,,90.0687,,,93.4509,93.33571,93.58692,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,South Asia,SAS,,,,,,,,,,,,25.67625046,,,,,,,,,,33.72953033,,,,,,,,,,47.8421,,,,,50.82376,,,,,59.27732,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,24.42308044,,,,,,,,,,41.03395081,,,,,56.15642166,,,,,66.06775665,,,,,,70.4,,,76.80264,77.24002,,77.69472,,,,78.41627,79.75584,79.83935,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1695,,,,,,,,,,,,,37.95525,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,88.67472076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,95.53666687,,,,,,,,,,,,,,,,,,,,98.04215,,,,,,,,,,98.57957,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.87208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,52.11061096,,,,,,,,,,,,,,,,,,,,,,,,84.71392,,87.00581,,88.90331,,,89.20774,93.93346,97.37201,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,96.13877106,,,,,,,,,,99.2899,,,,,,,,,,99.68429,99.73899,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.89298,,,,,,,66.86312,,,,,,,74.00632,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.13063,,,,,,,,,,98.98121,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.99250031,,,,,,64.05099,,,,70.8582,65.93125,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,48.0152092,,,,,59.11050034,,,,,68.84937286,,,,,,,,,,74.14871979,,,,,,,,,,91.0425,90.82863,91.50349,91.77865,,92.68094,,94.96525,94.30116,,94.47005,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,86.2791748,86.2791748,86.2791748,86.2791748,86.2791748,86.2791748,86.2791748,86.2791748,86.2791748,86.2791748,88.62930298,88.62930298,88.62930298,88.62930298,88.62930298,88.62930298,88.62930298,88.62930298,88.62930298,88.62930298,91.96138763,91.96138763,91.96138763,91.96138763,91.96138763,91.96138763,91.96138763,91.96138763,91.96138763,91.96138763,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,47.90235901,,,,,58.4607,60.90252,,,,63.22699,,,,,,49.72308,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.96778,,88.08706,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,19.30278969,,,,,,,,,,31.28524971,,,,,,,,,,,,,27.03491,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,42.31354904,,,,,,,,,,63.71522903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,86.68087769,86.68087769,86.68087769,86.68087769,86.68087769,86.68087769,86.68087769,86.68087769,86.68087769,86.68087769,88.96091461,88.96091461,88.96091461,88.96091461,88.96091461,88.96091461,88.96091461,88.96091461,88.96091461,88.96091461,92.1643219,92.1643219,92.1643219,92.1643219,92.1643219,92.1643219,92.1643219,92.1643219,92.1643219,92.1643219,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,35.33517838,35.33517838,35.33517838,35.33517838,35.33517838,35.33517838,35.33517838,35.33517838,35.33517838,35.33517838,44.12018585,44.12018585,44.12018585,44.12018585,44.12018585,44.12018585,44.12018585,44.12018585,44.12018585,44.12018585,53.10795593,53.10795593,53.10795593,53.10795593,53.10795593,53.10795593,53.10795593,53.10795593,53.10795593,53.10795593,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,35.85310364,35.85310364,35.85310364,35.85310364,35.85310364,35.85309982,35.85310364,35.85310364,35.85310364,35.85310364,42.91698074,42.91698074,42.91698074,42.91698074,42.91698074,42.91698074,42.91698074,42.91698074,42.91698074,42.91698074,48.0405426,48.0405426,48.0405426,48.0405426,48.0405426,48.04053879,48.0405426,48.0405426,48.0405426,48.0405426,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,South Asia,SAS,,,,,,,,,,,,82.02197266,,,,,,,,,,,,,,,,,,,,89.13576,,,,,89.09135,,89.07347,,89.95868,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,48.26132202,48.26132202,48.26132202,48.26132202,48.26132202,48.26131821,48.26132202,48.26132202,48.26132202,48.26132202,58.25792694,58.25792694,58.25792694,58.25792694,58.25792694,58.25793076,58.25792694,58.25792694,58.25792694,58.25792694,66.84408569,66.84408569,66.84408569,66.84408569,66.84408569,66.84407806,66.84408569,66.84408569,66.84408569,66.84408569,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,61.34978867,61.34978867,61.34978867,61.34978867,61.34978867,61.34978867,61.34978867,61.34978867,61.34978867,61.34978867,71.53988647,71.53988647,71.53988647,71.53988647,71.53988647,71.53988647,71.53988647,71.53988647,71.53988647,71.53988647,77.59964752,77.59964752,77.59964752,77.59964752,77.59964752,77.59964752,77.59964752,77.59964752,77.59964752,77.59964752,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.04645,,,,,,,,,84.96396,,,,,84.93489,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,97.78159332,,,,,,,,,,,,99.64794,,,,,,,,,,99.83324,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,99.2025528,,,,,,,,,,,99.70973,,,,,,,,,,,99.90792,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,86.21588135,,,,,,,,,,,,,,,,,,,,87.77497,,,,,90.72359,,,,,93.73191,,,,,95.03257,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,17.51486969,,,,,,,,,,,,28.72542,,,,,,,,,,39.61956,,,,42.58785,43.92108,,57.63999,59.13064,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,94.4444809,,,,,,,,,,,95.4923,,,,,,,,,,,,98.92425,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.27857,,,,,,,,,61.64141,,,68.2833,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,South Asia,SAS,,,,,,,,82.17816162,,,,,,,,92.35900879,,,,,96.14601135,,,,,96.44297791,,,,,,,,,,,98.42985,,,,,,,,98.69167,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,46.25695419,46.25695419,46.25695419,46.25695419,46.25695419,46.25695419,46.25695419,46.25695419,46.25695419,46.25695419,60.60751724,60.60751724,60.60751724,60.60751724,60.60751724,60.60751724,60.60751724,60.60751724,60.60751724,60.60751724,73.68132782,73.68132782,73.68132782,73.68132782,73.68132782,73.68132782,73.68132782,73.68132782,73.68132782,73.68132782,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,79.89099884,,,,,,,,,,84.95590973,,,,,,,,,,88.68204,,88.72863,,89.63102,90.21041,89.83451,91.35555,91.45361,92.11625,91.85342,92.33828,93.17924,92.90394,93.59134,93.4855,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.20298,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,63.24053574,63.24053574,63.24053574,63.24053574,63.24053574,63.24053955,63.24053574,63.24053574,63.24053574,63.24053574,73.78238678,73.78238678,73.78238678,73.78238678,73.78238678,73.78237915,73.78238678,73.78238678,73.78238678,73.78238678,80.04818726,80.04818726,80.04818726,80.04818726,80.04818726,80.04818726,80.04818726,80.04818726,80.04818726,80.04818726,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,90.92801666,,,,,,,,94.05607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,5.735280037,,,,,,,,,,,,,,,,,,,,,,11.89342976,,,,,15.9,,,18.19091,,,,20.28793,24.63679,,,,22.19581,,,,,,,,,,,,,,,,,,,
Malta,MLT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,86.07817078,,,,,,,,,,89.24263763,,,,,,,,,,93.50425,,,,,,94.79004,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,71.630867,,,,,,,,,,,,,,,,,86.41518,,,,,,,,,,,,,,,,71.84699,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,43.76064301,43.76064301,43.76064301,43.76064301,43.76064301,43.76064301,43.76064301,43.76064301,43.76064301,43.76064301,57.95194244,57.95194244,57.95194244,57.95194244,57.95194244,57.95194244,57.95194244,57.95194244,57.95194244,57.95194244,71.17419434,71.17419434,71.17419434,71.17419434,71.17419434,71.17419434,71.17419434,71.17419434,71.17419434,71.17419434,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,83.23545837,,,,,,,,,,89.28088379,,,,,,,,,,,,96.31887,,,,,,,,97.50051,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5288,,,,,,,,,,98.33663,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,12.14632034,,,,,,,,,,,,,,,,,24.96419907,,,,,,33.19396,,,,,,36.45228,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.41736,,,,,,,35.34843,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,74.66088867,,,,,,,,,,80.50003,,,,,,,,,,,86.65807,88.97935,89.05094,90.28332,90.65402,,,,,,,,,,,,,,,,,,,
Malawi,MWI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,33.5230217,,,,,,,,,,,53.9971199,,,,,,,,,,,,51.25197,,,,55.13099,55.20411,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,61.24850082,,,,,,,,,,,77.28308868,,,,,,,,,85.35422,,,,,,,,,,90.74768,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,73.98660278,,,,,,,,,,83.54032,,,,,,78.35098,,,,87.95106,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,90.31079102,,,,,,,,,,,,,92.07344055,,,,,,,95.46530151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39935,,,,15.08414,,,,,,,8.93974,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,43.72919846,,,,,,,,,,,,43.32205,,,,,41.38676,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.60166,,,,77.91604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,South Asia,SAS,,,,,,,,,,,,9.153120041,,,,,,,,,,17.38179016,,,,,,,,,,34.88676,,,,,,,,,,48.83759,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.53171,,,,,80.87226,,81.80323,,,,88.9267,86.03721,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,South Asia,SAS,,,,,,,,,,,,14.77155018,,,,,,,,,,,,,,,,,29.04384041,,,,,,,35.36752,39.61323,,40.08118,40.31462,41.01553,41.97539,43.07189,41.97494,44.28342,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,88.04653168,,,,,,,,,,88.21485138,,,,,,,,,,91.24718,,,,,,,,,,93.48526,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,73.8583374,,,,,,,,,,,,81.65875244,,,,,,,,,,,82.06262,82.45437,83.45487,84.64688,,,,,90.66883,,90.44918,91.24653,91.18853,,,,,,,,,,,,,,,,,,
Philippines,PHL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,82.76215363,,,,,,,,,,93.18071747,,,,,,,,,,92.65491,,,93.56453,,,,,95.82563,,,,,96.78736,,,,,,,,,,,,,,,,,,,,,
